season,date,match_name,result,h_odd,d_odd,a_odd,source_file
2004/2005,Unknown,Norwich vs Blackburn,1-1,121.0,220.0,202.0,2004-2005_full.csv
2004/2005,Unknown,Southampton vs West Brom,2-2,-116.0,223.0,294.0,2004-2005_full.csv
2004/2005,Unknown,Tottenham vs Charlton,2-3,-112.0,218.0,296.0,2004-2005_full.csv
2004/2005,Unknown,Aston Villa vs Portsmouth,3-0,-123.0,231.0,304.0,2004-2005_full.csv
2004/2005,Unknown,Manchester City vs Norwich,1-1,-147.0,233.0,393.0,2004-2005_full.csv
2004/2005,Unknown,Bolton vs Newcastle,2-1,144.0,206.0,175.0,2004-2005_full.csv
2004/2005,Unknown,Blackburn vs Liverpool,2-2,330.0,223.0,-125.0,2004-2005_full.csv
2004/2005,Unknown,Arsenal vs Southampton,2-2,-588.0,486.0,899.0,2004-2005_full.csv
2004/2005,Unknown,Charlton vs Middlesbrough,1-2,141.0,218.0,171.0,2004-2005_full.csv
2004/2005,Unknown,Everton vs Aston Villa,1-1,106.0,219.0,235.0,2004-2005_full.csv
2004/2005,Unknown,Fulham vs Tottenham,2-0,145.0,213.0,168.0,2004-2005_full.csv
2004/2005,Unknown,Portsmouth vs Manchester Utd,2-0,428.0,237.0,-156.0,2004-2005_full.csv
2004/2005,Unknown,Birmingham vs Crystal Palace,0-1,-132.0,229.0,340.0,2004-2005_full.csv
2004/2005,Unknown,Manchester Utd vs Arsenal,2-0,147.0,212.0,166.0,2004-2005_full.csv
2004/2005,Unknown,Middlesbrough vs Portsmouth,1-1,-161.0,237.0,443.0,2004-2005_full.csv
2004/2005,Unknown,Newcastle vs Manchester City,4-3,-152.0,233.0,409.0,2004-2005_full.csv
2004/2005,Unknown,Southampton vs Birmingham,0-0,143.0,217.0,169.0,2004-2005_full.csv
2004/2005,Unknown,Liverpool vs Charlton,2-0,-213.0,268.0,573.0,2004-2005_full.csv
2004/2005,Unknown,Aston Villa vs Fulham,2-0,-133.0,229.0,341.0,2004-2005_full.csv
2004/2005,Unknown,Chelsea vs Blackburn,4-0,-357.0,365.0,866.0,2004-2005_full.csv
2004/2005,Unknown,Crystal Palace vs West Brom,3-0,127.0,220.0,188.0,2004-2005_full.csv
2004/2005,Unknown,Tottenham vs Bolton,1-2,-106.0,225.0,265.0,2004-2005_full.csv
2004/2005,Unknown,Norwich vs Everton,2-3,163.0,217.0,147.0,2004-2005_full.csv
2004/2005,Unknown,Portsmouth vs Tottenham,1-0,158.0,218.0,156.0,2004-2005_full.csv
2004/2005,Unknown,Charlton vs Newcastle,1-1,179.0,217.0,137.0,2004-2005_full.csv
2004/2005,Unknown,Manchester City vs Chelsea,1-0,375.0,227.0,-137.0,2004-2005_full.csv
2004/2005,Unknown,Arsenal vs Aston Villa,3-1,-357.0,348.0,850.0,2004-2005_full.csv
2004/2005,Unknown,Blackburn vs Middlesbrough,0-4,143.0,218.0,166.0,2004-2005_full.csv
2004/2005,Unknown,Bolton vs Crystal Palace,1-0,-179.0,256.0,450.0,2004-2005_full.csv
2004/2005,Unknown,Everton vs Southampton,1-0,-147.0,233.0,390.0,2004-2005_full.csv
2004/2005,Unknown,Fulham vs Liverpool,2-4,222.0,220.0,110.0,2004-2005_full.csv
2004/2005,Unknown,West Brom vs Norwich,0-0,108.0,220.0,227.0,2004-2005_full.csv
2004/2005,Unknown,Birmingham vs Manchester Utd,0-0,438.0,231.0,-149.0,2004-2005_full.csv
2004/2005,Unknown,Crystal Palace vs Fulham,2-0,183.0,210.0,136.0,2004-2005_full.csv
2004/2005,Unknown,Chelsea vs Liverpool,1-0,-137.0,225.0,379.0,2004-2005_full.csv
2004/2005,Unknown,Birmingham vs Newcastle,2-2,162.0,218.0,147.0,2004-2005_full.csv
2004/2005,Unknown,Manchester Utd vs Middlesbrough,1-1,-312.0,344.0,783.0,2004-2005_full.csv
2004/2005,Unknown,West Brom vs Bolton,2-1,193.0,217.0,129.0,2004-2005_full.csv
2004/2005,Unknown,Arsenal vs Charlton,4-0,-400.0,398.0,885.0,2004-2005_full.csv
2004/2005,Unknown,Blackburn vs Aston Villa,2-2,131.0,220.0,184.0,2004-2005_full.csv
2004/2005,Unknown,Everton vs Tottenham,0-1,127.0,213.0,193.0,2004-2005_full.csv
2004/2005,Unknown,Norwich vs Portsmouth,2-2,131.0,220.0,183.0,2004-2005_full.csv
2004/2005,Unknown,Southampton vs Manchester City,0-0,136.0,215.0,179.0,2004-2005_full.csv
2004/2005,Unknown,Middlesbrough vs Chelsea,0-1,220.0,220.0,110.0,2004-2005_full.csv
2004/2005,Unknown,Manchester Utd vs Liverpool,2-1,-103.0,222.0,257.0,2004-2005_full.csv
2004/2005,Unknown,Chelsea vs Tottenham,0-0,-208.0,260.0,575.0,2004-2005_full.csv
2004/2005,Unknown,Everton vs Middlesbrough,1-0,140.0,215.0,173.0,2004-2005_full.csv
2004/2005,Unknown,Southampton vs Newcastle,1-2,174.0,218.0,137.0,2004-2005_full.csv
2004/2005,Unknown,Birmingham vs Charlton,1-1,-116.0,215.0,312.0,2004-2005_full.csv
2004/2005,Unknown,Blackburn vs Portsmouth,1-0,110.0,218.0,220.0,2004-2005_full.csv
2004/2005,Unknown,Crystal Palace vs Manchester City,1-2,175.0,220.0,150.0,2004-2005_full.csv
2004/2005,Unknown,Norwich vs Aston Villa,0-0,165.0,215.0,145.0,2004-2005_full.csv
2004/2005,Unknown,West Brom vs Fulham,1-1,140.0,215.0,173.0,2004-2005_full.csv
2004/2005,Unknown,Arsenal vs Bolton,2-2,-333.0,359.0,850.0,2004-2005_full.csv
2004/2005,Unknown,Charlton vs Southampton,0-0,-110.0,225.0,276.0,2004-2005_full.csv
2004/2005,Unknown,Tottenham vs Norwich,0-0,-172.0,243.0,480.0,2004-2005_full.csv
2004/2005,Unknown,Portsmouth vs Crystal Palace,3-1,-137.0,249.0,368.0,2004-2005_full.csv
2004/2005,Unknown,Bolton vs Manchester Utd,2-2,252.0,233.0,-106.0,2004-2005_full.csv
2004/2005,Unknown,Fulham vs Arsenal,0-3,547.0,267.0,-204.0,2004-2005_full.csv
2004/2005,Unknown,Liverpool vs West Brom,3-0,-233.0,278.0,617.0,2004-2005_full.csv
2004/2005,Unknown,Manchester City vs Everton,0-1,-116.0,227.0,293.0,2004-2005_full.csv
2004/2005,Unknown,Middlesbrough vs Birmingham,2-1,-110.0,218.0,283.0,2004-2005_full.csv
2004/2005,Unknown,Newcastle vs Blackburn,3-0,-147.0,233.0,405.0,2004-2005_full.csv
2004/2005,Unknown,Aston Villa vs Chelsea,0-0,289.0,215.0,-111.0,2004-2005_full.csv
2004/2005,Unknown,Portsmouth vs Fulham,4-3,122.0,218.0,188.0,2004-2005_full.csv
2004/2005,Unknown,Manchester Utd vs Everton,0-0,-312.0,322.0,802.0,2004-2005_full.csv
2004/2005,Unknown,Bolton vs Liverpool,1-0,210.0,215.0,112.0,2004-2005_full.csv
2004/2005,Unknown,Norwich vs Arsenal,1-4,705.0,303.0,-278.0,2004-2005_full.csv
2004/2005,Unknown,Aston Villa vs Newcastle,4-2,127.0,218.0,183.0,2004-2005_full.csv
2004/2005,Unknown,Chelsea vs Southampton,2-1,-435.0,395.0,875.0,2004-2005_full.csv
2004/2005,Unknown,Everton vs West Brom,2-1,-104.0,217.0,250.0,2004-2005_full.csv
2004/2005,Unknown,Manchester City vs Charlton,4-0,100.0,210.0,220.0,2004-2005_full.csv
2004/2005,Unknown,Middlesbrough vs Crystal Palace,2-1,-200.0,245.0,470.0,2004-2005_full.csv
2004/2005,Unknown,Tottenham vs Birmingham,1-0,104.0,214.0,225.0,2004-2005_full.csv
2004/2005,Unknown,Blackburn vs Manchester Utd,1-1,265.0,220.0,-118.0,2004-2005_full.csv
2004/2005,Unknown,Charlton vs Aston Villa,3-0,134.0,218.0,170.0,2004-2005_full.csv
2004/2005,Unknown,Newcastle vs Norwich,2-2,-238.0,280.0,550.0,2004-2005_full.csv
2004/2005,Unknown,Arsenal vs Blackburn,3-0,-400.0,370.0,899.0,2004-2005_full.csv
2004/2005,Unknown,Fulham vs Middlesbrough,0-2,129.0,218.0,175.0,2004-2005_full.csv
2004/2005,Unknown,Southampton vs Bolton,1-2,125.0,218.0,183.0,2004-2005_full.csv
2004/2005,Unknown,West Brom vs Tottenham,1-1,150.0,216.0,152.0,2004-2005_full.csv
2004/2005,Unknown,Crystal Palace vs Chelsea,0-2,593.0,299.0,-256.0,2004-2005_full.csv
2004/2005,Unknown,Birmingham vs Manchester City,1-0,-106.0,225.0,254.0,2004-2005_full.csv
2004/2005,Unknown,Arsenal vs Middlesbrough,5-3,-294.0,300.0,750.0,2004-2005_full.csv
2004/2005,Unknown,West Brom vs Aston Villa,1-1,159.0,218.0,137.0,2004-2005_full.csv
2004/2005,Unknown,Manchester Utd vs Norwich,2-1,-370.0,345.0,875.0,2004-2005_full.csv
2004/2005,Unknown,Birmingham vs Chelsea,0-1,333.0,220.0,-132.0,2004-2005_full.csv
2004/2005,Unknown,Charlton vs Portsmouth,2-1,-103.0,223.0,240.0,2004-2005_full.csv
2004/2005,Unknown,Crystal Palace vs Everton,1-3,120.0,218.0,193.0,2004-2005_full.csv
2004/2005,Unknown,Fulham vs Bolton,2-0,110.0,218.0,213.0,2004-2005_full.csv
2004/2005,Unknown,Liverpool vs Manchester City,2-1,-189.0,245.0,495.0,2004-2005_full.csv
2004/2005,Unknown,Newcastle vs Tottenham,0-1,-156.0,235.0,403.0,2004-2005_full.csv
2004/2005,Unknown,Southampton vs Blackburn,3-2,120.0,218.0,193.0,2004-2005_full.csv
2004/2005,Unknown,Chelsea vs Manchester Utd,1-0,104.0,218.0,220.0,2004-2005_full.csv
2004/2005,Unknown,Everton vs Arsenal,1-4,390.0,229.0,-152.0,2004-2005_full.csv
2004/2005,Unknown,Middlesbrough vs Newcastle,2-2,114.0,218.0,198.0,2004-2005_full.csv
2004/2005,Unknown,Aston Villa vs Southampton,2-0,-109.0,223.0,254.0,2004-2005_full.csv
2004/2005,Unknown,Blackburn vs West Brom,1-1,-127.0,225.0,315.0,2004-2005_full.csv
2004/2005,Unknown,Bolton vs Charlton,4-1,114.0,215.0,204.0,2004-2005_full.csv
2004/2005,Unknown,Manchester City vs Fulham,1-1,100.0,218.0,235.0,2004-2005_full.csv
2004/2005,Unknown,Norwich vs Crystal Palace,1-1,-102.0,220.0,240.0,2004-2005_full.csv
2004/2005,Unknown,Portsmouth vs Birmingham,1-1,133.0,218.0,172.0,2004-2005_full.csv
2004/2005,Unknown,Tottenham vs Liverpool,1-1,204.0,213.0,116.0,2004-2005_full.csv
2005/2006,Unknown,Arsenal vs Wigan,4-2,1.19,5.97,12.78,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Sunderland,2-1,1.58,3.65,5.8,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Manchester City,2-0,2.02,3.24,3.62,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Birmingham,1-0,1.52,3.74,6.43,2005-2006_full.csv
2005/2006,Unknown,Everton vs West Brom,2-2,1.63,3.5,5.45,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Middlesbrough,1-0,1.62,3.56,5.48,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Charlton,4-0,1.2,5.94,13.1,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Chelsea,1-0,2.77,3.2,2.46,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Liverpool,1-3,5.82,3.69,1.56,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Tottenham,2-1,3.49,3.39,2.02,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Arsenal,1-3,5.74,3.67,1.58,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Fulham,2-1,3.11,3.3,2.2,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Middlesbrough,1-1,1.5,3.82,6.39,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Chelsea,1-0,2.89,3.21,2.38,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Middlesbrough,0-0,1.24,5.35,11.67,2005-2006_full.csv
2005/2006,Unknown,West Brom vs West Ham,0-1,2.27,3.27,3.01,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Arsenal,0-3,10.33,4.78,1.29,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Bolton,1-0,1.72,3.45,5.04,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Blackburn,0-2,3.1,3.24,2.24,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Newcastle,0-0,2.38,3.28,2.85,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Aston Villa,3-1,1.33,4.43,10.06,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Fulham,1-2,1.75,3.43,4.66,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Everton,0-1,2.62,3.19,2.62,2005-2006_full.csv
2005/2006,Unknown,Wigan vs Portsmouth,1-2,2.45,3.26,2.77,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Manchester Utd,3-0,2.15,3.07,3.62,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Liverpool,1-2,4.38,3.3,1.85,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Manchester City,0-1,2.28,3.19,3.1,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Wigan,1-0,2.16,3.19,3.36,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Charlton,4-1,1.69,3.4,5.23,2005-2006_full.csv
2005/2006,Unknown,Everton vs Birmingham,0-0,2.18,3.24,3.18,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs West Brom,3-0,1.74,3.37,4.8,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Sunderland,2-1,1.36,4.29,8.65,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs Tottenham,1-1,1.67,3.48,5.35,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Blackburn,2-1,2.53,3.17,2.7,2005-2006_full.csv
2005/2006,Unknown,Wigan vs Aston Villa,3-2,2.14,3.21,3.34,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Bolton,0-0,2.39,3.21,2.87,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Portsmouth,2-1,2.43,3.18,2.87,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Everton,3-0,1.22,5.56,13.5,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs West Ham,2-0,2.52,3.2,2.73,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Newcastle,1-4,3.79,3.21,1.97,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Manchester Utd,1-2,3.38,3.19,2.16,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Liverpool,0-1,3.15,3.14,2.32,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Birmingham,3-1,2.39,3.09,3.09,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs West Brom,3-1,1.24,5.28,11.67,2005-2006_full.csv
2005/2006,Unknown,Everton vs Tottenham,0-1,2.57,3.15,2.69,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Charlton,2-1,1.99,3.24,3.7,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Wigan,3-1,1.89,3.34,4.04,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Middlesbrough,1-0,1.72,3.5,4.71,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Manchester City,1-0,2.24,3.19,3.08,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Chelsea,0-2,4.97,3.44,1.71,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Sunderland,0-0,1.1,7.79,23.88,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Arsenal,1-1,5.2,3.53,1.66,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Arsenal,2-0,2.04,3.2,3.68,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Newcastle,1-2,2.47,3.12,2.83,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Bolton,1-0,1.5,3.64,7.15,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs West Brom,0-0,2.09,3.18,3.48,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs West Ham,4-1,1.25,5.04,11.87,2005-2006_full.csv
2005/2006,Unknown,Wigan vs Birmingham,1-1,2.01,3.29,3.61,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Everton,0-0,2.41,3.15,2.9,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Blackburn,2-2,2.5,3.21,2.7,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Manchester City,2-1,1.63,3.5,5.77,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Bolton,1-0,2.8,3.18,2.46,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Wigan,1-1,1.77,3.36,4.75,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Charlton,0-0,2.08,3.25,3.48,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Middlesbrough,0-1,2.0,3.26,3.7,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Liverpool,0-2,5.73,3.55,1.59,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs Aston Villa,5-0,1.28,4.94,10.87,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Manchester Utd,1-2,3.85,3.29,1.97,2005-2006_full.csv
2005/2006,Unknown,Everton vs Sunderland,2-2,1.35,4.4,9.06,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Portsmouth,1-3,2.01,3.28,3.61,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Tottenham,3-1,2.65,3.18,2.61,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Chelsea,0-0,10.19,4.65,1.31,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs West Ham,1-0,1.3,4.99,9.1,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs West Brom,2-1,1.42,4.02,7.89,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Birmingham,3-0,1.18,6.12,14.67,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Newcastle,3-1,2.42,3.15,2.87,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Bolton,4-3,2.75,3.21,2.48,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Fulham,0-0,2.02,3.24,3.61,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Manchester City,2-0,1.25,5.1,12.38,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Blackburn,0-1,5.05,3.44,1.7,2005-2006_full.csv
2005/2006,Unknown,Wigan vs West Ham,1-2,2.02,3.23,3.56,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Everton,3-1,1.59,3.49,6.24,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Chelsea,1-0,7.66,4.07,1.43,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Liverpool,1-3,3.19,3.16,2.24,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Tottenham,0-2,3.18,3.17,2.23,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs Charlton,3-0,1.35,4.39,8.96,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Middlesbrough,3-2,1.81,3.32,4.46,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Sunderland,2-0,1.38,4.12,9.39,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Wigan,0-1,2.04,3.24,3.58,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Manchester Utd,1-2,6.66,3.74,1.51,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Portsmouth,2-4,1.86,3.29,4.21,2005-2006_full.csv
2005/2006,Unknown,Everton vs Aston Villa,4-1,1.87,3.27,4.22,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Fulham,5-1,1.37,4.19,9.11,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs Liverpool,2-1,2.25,3.11,3.32,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Middlesbrough,2-1,2.1,3.2,3.41,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Newcastle,2-0,1.44,3.95,7.62,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Aston Villa,2-0,1.88,3.23,4.19,2005-2006_full.csv
2005/2006,Unknown,Everton vs Fulham,3-1,1.86,3.24,4.3,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Manchester City,2-1,2.8,3.16,2.45,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Wigan,0-1,3.1,3.21,2.25,2005-2006_full.csv
2005/2006,Unknown,Bolton vs West Ham,4-1,1.9,3.28,3.89,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Tottenham,2-1,1.86,3.25,7.94,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs West Brom,1-1,2.01,3.16,3.73,2005-2006_full.csv
2005/2006,Unknown,Wigan vs Manchester Utd,1-2,6.03,3.66,1.6,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Blackburn,3-2,1.94,3.17,4.11,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Sunderland,2-1,1.42,4.03,8.05,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Charlton,0-0,1.48,3.79,7.38,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Portsmouth,1-0,1.74,3.34,4.8,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Arsenal,0-4,3.14,3.24,2.19,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Birmingham,1-0,1.86,3.27,4.16,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Bolton,3-1,2.39,3.14,2.98,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Everton,2-2,2.07,3.19,3.54,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Chelsea,1-2,7.64,4.01,1.44,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Middlesbrough,0-2,2.41,3.15,2.92,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Fulham,2-1,1.9,3.26,4.07,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Manchester City,1-0,1.58,3.55,6.39,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Everton,2-0,2.14,3.18,3.3,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Sunderland,1-0,1.68,3.45,5.19,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Arsenal,1-0,2.95,3.28,2.34,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Aston Villa,0-0,2.26,3.2,3.12,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Portsmouth,2-0,1.19,6.37,9.99,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Charlton,0-0,1.84,3.28,4.35,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Wigan,2-2,1.64,3.49,5.52,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Sunderland,2-0,1.45,3.86,7.54,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Arsenal,1-0,2.08,3.15,3.62,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Birmingham,3-0,1.82,3.31,4.36,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Charlton,3-2,1.79,3.37,4.49,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Tottenham,1-1,5.33,3.49,1.66,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Manchester Utd,1-3,6.12,3.6,1.57,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs Bolton,1-1,1.57,3.66,6.13,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Newcastle,1-2,2.14,3.16,3.4,2005-2006_full.csv
2005/2006,Unknown,Everton vs Blackburn,1-0,2.3,3.13,3.05,2005-2006_full.csv
2005/2006,Unknown,Fulham vs West Brom,6-1,1.81,3.29,4.4,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Chelsea,3-0,7.98,4.18,1.4,2005-2006_full.csv
2005/2006,Unknown,Wigan vs Liverpool,0-1,3.97,3.21,1.95,2005-2006_full.csv
2005/2006,Unknown,Charlton vs Liverpool,2-0,4.44,3.28,1.81,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Liverpool,2-0,1.95,3.08,4.35,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Charlton,3-1,1.81,3.27,4.44,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Fulham,4-2,1.29,4.81,10.16,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Arsenal,0-2,3.46,3.22,2.07,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Wigan,1-1,1.87,3.25,4.13,2005-2006_full.csv
2005/2006,Unknown,Everton vs Manchester City,1-0,2.25,3.17,3.11,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Aston Villa,0-4,2.28,3.18,3.06,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Portsmouth,2-0,1.82,3.35,4.23,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Blackburn,2-0,2.71,3.18,2.52,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Sunderland,2-0,1.53,3.7,6.38,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs West Ham,2-3,1.37,4.38,8.2,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Manchester Utd,4-3,4.25,3.25,1.85,2005-2006_full.csv
2005/2006,Unknown,Liverpool vs Birmingham,1-1,1.31,4.59,9.55,2005-2006_full.csv
2005/2006,Unknown,Manchester City vs Newcastle,3-0,1.95,3.2,3.88,2005-2006_full.csv
2005/2006,Unknown,Aston Villa vs Chelsea,1-1,7.17,3.72,1.48,2005-2006_full.csv
2005/2006,Unknown,Portsmouth vs Bolton,1-1,2.62,3.15,2.63,2005-2006_full.csv
2005/2006,Unknown,Charlton vs West Brom,0-0,1.79,3.34,4.48,2005-2006_full.csv
2005/2006,Unknown,Fulham vs Tottenham,1-0,2.75,3.14,2.48,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Middlesbrough,0-3,2.67,3.18,2.55,2005-2006_full.csv
2005/2006,Unknown,Wigan vs Everton,1-1,2.29,3.16,3.02,2005-2006_full.csv
2005/2006,Unknown,West Ham vs Fulham,2-1,2.11,3.17,3.44,2005-2006_full.csv
2005/2006,Unknown,Manchester Utd vs Liverpool,1-0,2.32,3.11,3.17,2005-2006_full.csv
2005/2006,Unknown,Chelsea vs Charlton,1-1,1.15,6.28,10.99,2005-2006_full.csv
2005/2006,Unknown,West Brom vs Sunderland,0-1,1.84,3.25,4.45,2005-2006_full.csv
2005/2006,Unknown,Birmingham vs Portsmouth,5-0,2.03,3.23,3.63,2005-2006_full.csv
2005/2006,Unknown,Bolton vs Manchester City,2-0,2.29,3.19,3.06,2005-2006_full.csv
2005/2006,Unknown,Middlesbrough vs Wigan,2-3,2.11,3.18,3.44,2005-2006_full.csv
2005/2006,Unknown,Newcastle vs Blackburn,0-1,2.28,3.18,3.07,2005-2006_full.csv
2005/2006,Unknown,Tottenham vs Aston Villa,0-0,1.65,3.43,5.55,2005-2006_full.csv
2005/2006,Unknown,Everton vs Arsenal,1-0,5.08,3.45,1.7,2005-2006_full.csv
2005/2006,Unknown,Sunderland vs Chelsea,1-2,9.99,5.85,1.18,2005-2006_full.csv
2005/2006,Unknown,Wigan vs West Brom,0-1,1.87,3.25,4.22,2005-2006_full.csv
2005/2006,Unknown,Blackburn vs Bolton,0-0,2.13,3.19,3.37,2005-2006_full.csv
2005/2006,Unknown,Arsenal vs Middlesbrough,7-0,1.31,4.66,9.57,2005-2006_full.csv
